start,end,duration_min,state,top_variables,severity
2018-05-20 20:05:00,2018-05-20 21:10:00,70,2,"Cyclone_Inlet_Draft,Cyclone_Outlet_Gas_draft,Cyclone_cone_draft",1.6939859992022477
2018-05-22 02:10:00,2018-05-22 02:20:00,15,4,"Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft,Cyclone_cone_draft",1.5426994197700938
2018-05-23 22:25:00,2018-05-23 22:30:00,10,4,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",1.6403405987116333
2018-05-24 01:00:00,2018-05-24 01:20:00,25,4,"Cyclone_Inlet_Draft,Cyclone_Outlet_Gas_draft,Cyclone_cone_draft",1.4255733809171893
2018-05-25 07:05:00,2018-05-25 07:10:00,10,4,"Cyclone_Inlet_Draft,Cyclone_Outlet_Gas_draft,Cyclone_cone_draft",1.3883680915535994
2018-05-25 21:50:00,2018-05-25 22:15:00,30,0,"Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft,Cyclone_Inlet_Gas_Temp",1.5483428055862396
2018-05-26 08:25:00,2018-05-26 08:30:00,10,0,"Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft,Cyclone_cone_draft",1.6742499084054892
2018-05-26 21:15:00,2018-05-26 21:20:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp,Cyclone_Outlet_Gas_draft",2.184743430913049
2018-05-26 22:55:00,2018-05-26 23:05:00,15,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",2.1221464319404943
2018-05-29 10:25:00,2018-05-29 10:55:00,35,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Outlet_Gas_draft,Cyclone_Material_Temp",1.5650398170118542
2018-05-30 11:50:00,2018-05-30 12:00:00,15,0,"Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft,Cyclone_cone_draft",1.7571882369826815
2018-05-30 12:55:00,2018-05-30 13:40:00,50,0,"Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft,Cyclone_cone_draft",1.685801782163183
2018-05-30 14:35:00,2018-05-30 14:50:00,20,0,"Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft,Cyclone_cone_draft",2.284117444768968
2018-05-31 02:30:00,2018-05-31 02:40:00,15,0,"Cyclone_Outlet_Gas_draft,Cyclone_cone_draft,Cyclone_Inlet_Draft",1.6075367412443882
2018-05-31 03:05:00,2018-05-31 04:15:00,75,0,"Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft,Cyclone_cone_draft",1.7218856904461604
2018-05-31 06:00:00,2018-05-31 06:15:00,20,0,"Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft,Cyclone_cone_draft",1.7535900137099887
2018-05-31 07:10:00,2018-05-31 07:15:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Outlet_Gas_draft,Cyclone_cone_draft",1.7271084818537021
2018-05-31 07:30:00,2018-05-31 07:40:00,15,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Outlet_Gas_draft,Cyclone_cone_draft",1.8455093652473797
2018-05-31 07:55:00,2018-05-31 08:50:00,60,0,"Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft,Cyclone_Inlet_Gas_Temp",1.8457020434227316
2018-05-31 09:55:00,2018-05-31 10:00:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp,Cyclone_Gas_Outlet_Temp",2.186047296359017
2018-05-31 13:50:00,2018-05-31 15:20:00,95,2,"Cyclone_Outlet_Gas_draft,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft",2.158679287033347
2018-05-31 17:05:00,2018-05-31 17:10:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",1.9856352394133643
2018-06-01 06:35:00,2018-06-01 07:15:00,45,4,"Cyclone_Material_Temp,Cyclone_Outlet_Gas_draft,Cyclone_cone_draft",1.592402896135707
2018-06-02 06:40:00,2018-06-02 07:05:00,30,0,"Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft,Cyclone_cone_draft",2.4172284282174537
2018-06-02 09:50:00,2018-06-02 11:05:00,80,0,"Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft,Cyclone_cone_draft",2.4997564975381557
2018-06-02 11:30:00,2018-06-02 11:40:00,15,3,"Cyclone_Inlet_Gas_Temp,Cyclone_cone_draft,Cyclone_Outlet_Gas_draft",2.3455200058743935
2018-06-04 19:35:00,2018-06-04 19:40:00,10,0,"Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft,Cyclone_cone_draft",2.583667493236153
2018-06-04 21:40:00,2018-06-04 21:45:00,10,0,"Cyclone_Outlet_Gas_draft,Cyclone_Material_Temp,Cyclone_Gas_Outlet_Temp",1.9201841340337882
2018-06-05 01:35:00,2018-06-05 01:45:00,15,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Inlet_Draft,Cyclone_Outlet_Gas_draft",2.0381925065014603
2018-06-05 02:15:00,2018-06-05 02:20:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft",2.733557714463083
2018-06-05 08:55:00,2018-06-05 09:00:00,10,0,"Cyclone_Inlet_Draft,Cyclone_Outlet_Gas_draft,Cyclone_Gas_Outlet_Temp",2.790920190649526
2018-06-07 13:55:00,2018-06-09 23:15:00,3445,3,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",2.165469439235388
2018-06-09 22:50:00,2018-06-09 23:10:00,25,0,"Cyclone_Material_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp",2.5228874587135097
2018-06-10 14:35:00,2018-06-10 14:40:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Gas_Temp",2.213792063933518
2018-06-10 15:05:00,2018-06-10 15:10:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",2.974346984479667
2018-06-10 19:35:00,2018-06-10 19:40:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",1.8281375467512575
2018-06-10 21:05:00,2018-06-10 21:10:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",2.092428149446496
2018-06-11 03:25:00,2018-06-11 03:35:00,15,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",1.7985975738453288
2018-06-11 04:00:00,2018-06-11 04:10:00,15,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",2.107674371858613
2018-06-12 01:20:00,2018-06-12 01:25:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",2.347712109292519
2018-06-12 04:00:00,2018-06-12 04:25:00,30,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Outlet_Gas_draft",2.136671483226972
2018-06-12 05:10:00,2018-06-12 05:30:00,25,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",2.1921331295959052
2018-06-14 15:20:00,2018-06-14 15:25:00,10,0,"Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft,Cyclone_cone_draft",3.8508984625952327
2018-06-14 16:25:00,2018-06-14 21:35:00,315,3,"Cyclone_Material_Temp,Cyclone_Inlet_Draft,Cyclone_cone_draft",2.28224934740731
2018-06-15 13:25:00,2018-06-15 14:40:00,80,0,"Cyclone_Outlet_Gas_draft,Cyclone_cone_draft,Cyclone_Inlet_Draft",2.0959675016293966
2018-06-16 08:55:00,2018-06-16 09:25:00,35,0,"Cyclone_cone_draft,Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft",2.143438287316497
2018-06-18 07:45:00,2018-06-18 08:05:00,25,4,"Cyclone_cone_draft,Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft",1.706783441011618
2018-06-18 10:55:00,2018-06-18 11:10:00,20,0,"Cyclone_Outlet_Gas_draft,Cyclone_cone_draft,Cyclone_Inlet_Draft",1.8262014575104208
2018-06-18 12:45:00,2018-06-18 12:55:00,15,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Draft",2.3597749082289208
2018-06-18 15:30:00,2018-06-18 21:20:00,355,3,"Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp",2.406039226869427
2018-06-18 17:20:00,2018-06-18 17:25:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp,Cyclone_Gas_Outlet_Temp",1.9929003058994497
2018-06-18 21:05:00,2018-06-18 21:25:00,25,0,"Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp",1.6273778210341907
2018-06-18 22:25:00,2018-06-18 22:35:00,15,0,"Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp",2.099414683487455
2018-06-18 23:00:00,2018-06-18 23:05:00,10,0,"Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Outlet_Gas_draft",2.238027764773315
2018-06-19 14:50:00,2018-06-19 17:10:00,145,3,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",2.294531906984211
2018-06-19 18:45:00,2018-06-19 18:50:00,10,4,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",1.631867355117521
2018-06-21 23:40:00,2018-06-21 23:50:00,15,3,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",1.9020979697362776
2018-06-21 23:55:00,2018-06-22 00:05:00,15,4,"Cyclone_Outlet_Gas_draft,Cyclone_cone_draft,Cyclone_Inlet_Draft",1.3297642461427581
2018-06-22 01:45:00,2018-06-22 01:50:00,10,3,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_cone_draft",2.1415100280099035
2018-06-22 02:05:00,2018-06-22 02:10:00,10,3,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",1.7575683044712755
2018-06-22 15:25:00,2018-06-22 16:05:00,45,0,"Cyclone_Material_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Outlet_Gas_draft",1.8116018881818459
2018-06-22 18:30:00,2018-06-22 18:35:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft,Cyclone_Outlet_Gas_draft",2.5875281629071756
2018-06-23 01:00:00,2018-06-23 01:15:00,20,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",2.297803901034244
2018-06-23 01:05:00,2018-06-23 04:00:00,180,3,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",2.5706052306356253
2018-06-23 22:20:00,2018-06-23 22:25:00,10,0,"Cyclone_Outlet_Gas_draft,Cyclone_Material_Temp,Cyclone_Inlet_Draft",2.0956662396871972
2018-06-24 00:15:00,2018-06-24 00:25:00,15,0,"Cyclone_Material_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Outlet_Gas_draft",2.2694992665101865
2018-06-24 04:30:00,2018-06-24 04:35:00,10,0,"Cyclone_Outlet_Gas_draft,Cyclone_cone_draft,Cyclone_Gas_Outlet_Temp",1.9822659720030151
2018-06-24 05:05:00,2018-06-24 05:10:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",1.7588856033771922
2018-06-24 05:45:00,2018-06-24 05:50:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",2.1073801107978816
2018-06-24 20:45:00,2018-06-24 20:50:00,10,0,"Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft,Cyclone_Gas_Outlet_Temp",2.075966016127019
2018-06-24 21:05:00,2018-06-24 23:05:00,125,0,"Cyclone_Material_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Outlet_Gas_draft",1.9615136287433812
2018-06-25 01:00:00,2018-06-25 01:05:00,10,0,"Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft,Cyclone_cone_draft",3.1434814843895587
2018-06-25 12:00:00,2018-06-25 12:10:00,15,0,"Cyclone_Outlet_Gas_draft,Cyclone_cone_draft,Cyclone_Inlet_Draft",1.8182908065608467
2018-06-25 12:25:00,2018-06-25 12:30:00,10,0,"Cyclone_Outlet_Gas_draft,Cyclone_cone_draft,Cyclone_Inlet_Draft",1.8522751349944222
2018-06-26 08:50:00,2018-06-26 09:00:00,15,0,"Cyclone_Material_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_cone_draft",1.787303504626531
2018-06-26 11:45:00,2018-06-26 11:55:00,15,0,"Cyclone_Material_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp",1.8773401521809807
2018-06-26 15:35:00,2018-06-27 14:05:00,1355,3,"Cyclone_Inlet_Draft,Cyclone_Outlet_Gas_draft,Cyclone_cone_draft",2.9460253659340623
2018-06-26 17:35:00,2018-06-26 17:40:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",1.981250263703809
2018-06-27 20:25:00,2018-06-27 20:30:00,10,3,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",2.148278095707886
2018-06-28 19:35:00,2018-06-28 19:40:00,10,0,"Cyclone_Outlet_Gas_draft,Cyclone_cone_draft,Cyclone_Gas_Outlet_Temp",1.887395158959058
2018-06-28 19:55:00,2018-06-28 20:00:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Outlet_Gas_draft,Cyclone_Gas_Outlet_Temp",1.893693203522803
2018-06-29 19:50:00,2018-06-29 19:55:00,10,0,"Cyclone_Inlet_Draft,Cyclone_Outlet_Gas_draft,Cyclone_cone_draft",2.8268871398395934
2018-06-29 22:50:00,2018-06-29 22:55:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",1.9080658911484474
2018-06-30 06:45:00,2018-06-30 06:55:00,15,0,"Cyclone_Inlet_Draft,Cyclone_Gas_Outlet_Temp,Cyclone_Outlet_Gas_draft",2.0635613619456916
2018-06-30 20:50:00,2018-06-30 20:55:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_cone_draft",1.8349483520586753
2018-06-30 21:35:00,2018-06-30 21:40:00,10,0,"Cyclone_Inlet_Draft,Cyclone_Outlet_Gas_draft,Cyclone_cone_draft",2.4640531893953237
2018-07-02 02:50:00,2018-07-02 02:55:00,10,3,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",1.9142557420619835
2018-07-02 06:45:00,2018-07-02 06:55:00,15,3,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",2.0761138358789144
2018-07-02 09:45:00,2018-07-02 10:00:00,20,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",2.339244822465674
2018-07-02 15:50:00,2018-07-02 15:55:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",2.1989394480480633
2018-07-02 16:55:00,2018-07-02 17:00:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",1.8900999989071448
2018-07-03 20:35:00,2018-07-03 20:45:00,15,0,"Cyclone_Material_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_cone_draft",1.809913376467059
2018-07-03 23:30:00,2018-07-03 23:35:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_cone_draft",2.1784033012359934
2018-07-04 14:35:00,2018-07-04 14:40:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Inlet_Draft",1.8717551001573332
2018-07-04 19:55:00,2018-07-10 19:30:00,8620,3,"Cyclone_Inlet_Draft,Cyclone_Outlet_Gas_draft,Cyclone_Gas_Outlet_Temp",2.3281700064592434
2018-07-10 20:25:00,2018-07-10 20:45:00,25,3,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",1.9183363895260126
2018-07-10 21:55:00,2018-07-10 22:15:00,25,3,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",2.1375238943687767
2018-07-11 08:45:00,2018-07-11 08:50:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",1.7324055291837064
2018-07-11 10:20:00,2018-07-11 10:35:00,20,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",1.9997763267159254
2018-07-13 07:25:00,2018-07-13 07:30:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft,Cyclone_Material_Temp",2.6631982397843643
2018-07-13 08:45:00,2018-07-13 09:00:00,20,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",1.804105919263898
2018-07-13 19:40:00,2018-07-13 19:50:00,15,3,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",1.7790594245231226
2018-07-13 23:40:00,2018-07-13 23:45:00,10,4,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",1.319849056630331
2018-07-14 01:30:00,2018-07-14 01:40:00,15,4,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",1.3790260834754642
2018-07-14 03:35:00,2018-07-14 03:40:00,10,3,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",2.2227306086932943
2018-07-14 06:15:00,2018-07-14 06:45:00,35,3,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",1.914880656999075
2018-07-14 08:50:00,2018-07-14 09:00:00,15,3,"Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp,Cyclone_Inlet_Gas_Temp",1.8134272186962292
2018-07-15 00:55:00,2018-07-15 01:00:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_cone_draft,Cyclone_Material_Temp",1.9926842974813017
2018-07-15 08:00:00,2018-07-15 08:05:00,10,4,"Cyclone_Inlet_Draft,Cyclone_Outlet_Gas_draft,Cyclone_cone_draft",1.2792903190893303
2018-07-16 09:25:00,2018-07-16 10:20:00,60,3,"Cyclone_Inlet_Draft,Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Gas_Temp",3.24845779528982
2018-07-16 12:45:00,2018-07-16 12:55:00,15,3,"Cyclone_cone_draft,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft",1.9484189949741137
2018-07-17 10:10:00,2018-07-17 10:20:00,15,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",1.733959335784147
2018-07-19 09:00:00,2018-07-19 09:10:00,15,4,"Cyclone_Gas_Outlet_Temp,Cyclone_cone_draft,Cyclone_Outlet_Gas_draft",1.4806184388375268
2018-07-19 09:25:00,2018-07-19 09:30:00,10,4,"Cyclone_cone_draft,Cyclone_Inlet_Draft,Cyclone_Outlet_Gas_draft",1.5150791517079882
2018-07-19 09:50:00,2018-07-19 09:55:00,10,3,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_cone_draft",1.8332208393139469
2018-07-19 13:55:00,2018-07-19 14:05:00,15,3,"Cyclone_cone_draft,Cyclone_Inlet_Draft,Cyclone_Gas_Outlet_Temp",1.619305559831691
2018-07-19 14:20:00,2018-07-19 14:25:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",1.7676234211156032
2018-07-20 22:45:00,2018-07-20 22:55:00,15,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",1.5467702066455276
2018-07-21 03:55:00,2018-07-21 04:10:00,20,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",1.9354188178392426
2018-07-21 04:35:00,2018-07-21 04:40:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",1.811018262819858
2018-07-21 05:25:00,2018-07-21 05:50:00,30,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",1.8455001787068166
2018-07-21 07:05:00,2018-07-21 07:20:00,20,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",1.8400566045666256
2018-07-21 09:20:00,2018-07-21 09:30:00,15,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",1.7291782337114638
2018-07-21 10:00:00,2018-07-21 10:15:00,20,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",1.7535779092223702
2018-07-21 10:30:00,2018-07-21 10:35:00,10,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",1.8555361641296881
2018-07-21 10:50:00,2018-07-21 10:55:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",1.924010700025372
2018-07-21 11:25:00,2018-07-21 11:30:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",1.9384987587335931
2018-07-21 22:55:00,2018-07-21 23:05:00,15,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",2.0054489491354874
2018-07-22 03:25:00,2018-07-22 03:50:00,30,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft",1.6048458840502537
2018-07-22 06:45:00,2018-07-22 06:50:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft",1.7315603610166814
2018-07-22 07:25:00,2018-07-22 07:35:00,15,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft",1.6708142271469812
2018-07-22 16:50:00,2018-07-22 16:55:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft",1.6916240641149995
2018-07-22 17:10:00,2018-07-22 17:20:00,15,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft",1.6560640232757857
2018-07-22 20:20:00,2018-07-22 20:25:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft",1.6802099519466405
2018-07-23 12:55:00,2018-07-23 13:00:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft",1.6939348659579123
2018-07-23 22:10:00,2018-07-23 22:20:00,15,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Outlet_Gas_draft",1.39713803196524
2018-07-24 07:55:00,2018-07-24 08:10:00,20,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Outlet_Gas_draft",1.5795216849018028
2018-07-25 11:25:00,2018-07-25 11:30:00,10,3,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",2.2754609334217553
2018-07-25 13:55:00,2018-07-25 14:05:00,15,3,"Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp,Cyclone_Gas_Outlet_Temp",1.7491299403772722
2018-07-25 16:50:00,2018-07-25 16:55:00,10,3,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",1.9408010546557428
2018-07-25 20:50:00,2018-07-25 21:05:00,20,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",1.6806592010633203
2018-07-26 12:30:00,2018-07-26 12:50:00,25,0,"Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp",1.6393259156906863
2018-07-30 17:30:00,2018-07-30 17:35:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",1.6769535055001041
2018-07-31 11:20:00,2018-07-31 11:25:00,10,3,"Cyclone_Inlet_Draft,Cyclone_Outlet_Gas_draft,Cyclone_Material_Temp",2.8990490154154887
2018-07-31 15:05:00,2018-07-31 15:10:00,10,3,"Cyclone_Inlet_Gas_Temp,Cyclone_Inlet_Draft,Cyclone_cone_draft",2.284885996159459
2018-07-31 21:00:00,2018-07-31 21:05:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp,Cyclone_Gas_Outlet_Temp",1.9342570460356159
2018-08-01 00:00:00,2018-08-01 00:15:00,20,0,"Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft,Cyclone_cone_draft",4.343986394364368
2018-08-01 01:50:00,2018-08-01 02:00:00,15,4,"Cyclone_Outlet_Gas_draft,Cyclone_cone_draft,Cyclone_Inlet_Draft",1.4245260170649854
2018-08-02 02:20:00,2018-08-02 02:25:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp,Cyclone_Gas_Outlet_Temp",1.7744924579316657
2018-08-02 04:45:00,2018-08-02 04:55:00,15,0,"Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Draft,Cyclone_cone_draft",1.6987500433135791
2018-08-02 07:20:00,2018-08-02 07:25:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",1.7786280572401703
2018-08-02 15:30:00,2018-08-02 15:35:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",1.9037913377860216
2018-08-02 16:25:00,2018-08-02 16:30:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",1.9218615416082319
2018-08-02 20:05:00,2018-08-02 20:10:00,10,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Gas_Outlet_Temp,Cyclone_Material_Temp",1.7997260165886495
2018-08-04 04:45:00,2018-08-04 04:50:00,10,2,"Cyclone_Inlet_Draft,Cyclone_Outlet_Gas_draft,Cyclone_Inlet_Gas_Temp",3.068969989435343
2018-08-05 00:05:00,2018-08-05 00:25:00,25,0,"Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp,Cyclone_Gas_Outlet_Temp",1.7351566282346667
